x	y	z	t
1.30656137640049	26.1650287368009	24.8584673604004	20.0258703566489
40.6897717724005	0.99998892739694	-39.6897828450035	0.0245759286385387
60.3759644576814	62.3754770292341	1.9995125715527	1.03311769160978
84.152518201206	82.2968727180336	-1.85564548317247	0.977949020150108
19.7134325334813	34.2860322538976	14.5725997204163	1.73922183240622
20.1030534694008	37.4453573026391	17.3423038332384	1.8626701341483
109.499875091396	109.499875091396	0	1
20.8476224597677	29.4498435850443	8.60222112527663	1.41262360453224
87.5000656771312	87.5000656771312	-7.105427357601e-14	0.999999999999999
166.944721332397	180.968341675494	14.0236203430971	1.08400157987131
121.22263650346	132.978800674122	11.7561641706616	1.09697994128618
46.8094064849097	61.447912984263	14.6385064993533	1.31272574464435
189.961524001541	200.529802738074	10.5682787365331	1.05563378579995
143.888820167512	159.678720084893	15.7898999173811	1.1097368085929
44.6857861075229	59.8521552619142	15.1663691543914	1.33940029874149
195.876096778535	206.298551280801	10.4224545022657	1.05320942510943
151.623424421672	164.714460390033	13.0910359683605	1.08633913934006
58.7451983282103	70.9542777766618	12.2090794484515	1.20783110442898
198.228712733382	208.557139974159	10.3284272407761	1.05210358831653
161.705948988993	175.352939322084	13.6469903330908	1.08439386688253
96.9276683345957	106.887823528408	9.96015519381234	1.1027586381159
